ApprovalOrderID,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,CO2e_TPY,CO_TPY,NOx_TPY,PM10_TPY,PM25_TPY,SO2_TPY,VOC_TPY,Total_HAPs_TPY
DAQE-AN150610001-15,2015-03-04,https://daqpermitting.utah.gov/DocViewer?IntDocID=80683&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Aronco 4-4C4(Site ID: 15061)",40.2522735595703 <br />-110.334907531738,Duchesne,UT,84000,,(713) 997-5144,Ximena.Simmons@EPEnergy.com,556563,4455970,12,,1311,"EP Energy E&P Company LP (EP Energy) has requested a new Crude Oil and Natural Gas Production Tank Battery named Aronco 4-4C4. An electric pumpj ack will bring produced fluids to the surface from the well. A heater treater will separate the oil, water, and gas. The oil and water will be stored i n tanks prior to being transported off site by trucks. The gas will be used as fuel for the onsite equipment or will be routed to a sales pipeline and shipped off site. This facility will process up to 102,200 barrels of crude oil per year. The source is located in Duchesne County, which is an unclassified area for ozone and attainment for a ll other criteria pollutants. NSPS 40 CFR 60 Subpart A, and Subpart OOOO regulations apply to this source. NESHAP 40 CFR 61 and MACT 40 CFR 63 regula tions do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this sourc e. The potential emissions, in tons per year, will be as follows: PM 10 = 0.12, PM 2.5 (subset of PM 10 ) = 0.12, NO x = 2.27, CO = 4.78, SO 2=0.01, VOC = 8.04, HAPs = 0.70, and CO 2e = 3,068. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: EP Energy E&P Company, L.P. PO Box 4660 Houston, TX 77210 Permitted Location: EP Energy E&P Company, L.P.- Aronco 4-4C4 Remote Location Duchesne County, UT UTM coordinates: 556,563 m Easting, 4,455,970 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN149340001-15,2015-03-17,https://daqpermitting.utah.gov/DocViewer?IntDocID=80870&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Ayers Trust 2-15C4(Site ID: 14934)",40.2165794372558 <br />-110.32861328125,Duchesne,UT,84000,,(713) 997-5144,Ximena.Simmons@EPEnergy.com,557128,4452012,12,,1311,"EP Energy E&P Company LP (EP Energy) has requested a new Crude Oil and Natural Gas Production Tank Battery named Ayers Trust 2-15C4. An electric pumpjack will bring produced fluids to the surface from the well. A heater treater will separate the oil, water, and gas. The oil and water will be sto red in tanks prior to being transported off site by trucks . The gas will be used as fuel for the onsite equi pment or will be routed to a sales pipeline and shipped off site. This facility will process up to 102,200 bar rels of crude oil per year. The source is located in Duchesne County, which is an unclassified area for ozone and attainment for a ll other criteria pollutants. NSPS 40 CFR 60 Subpart A, and Subpart OOOO regulations apply to this source. NESHAP 40 CFR 61 and MACT 40 CFR 63 regula tions do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this sourc e. The potential emissions, in tons per year, will be as follows: PM 10 = 0.12, PM 2.5 (subset of PM 10 ) = 0.12, NO x = 2.27, CO = 4.78, SO 2=0.01, VOC = 8.04, HAPs = 0.70, and CO 2e = 3,068. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: EP Energy E&P Company, L.P. PO Box 4660 Houston, TX 77210 Permitted Location: EP Energy E&P Company, L.P.- Ayers Trust 2- 15C4 Remote location Duchesne County, UT UTM coordinates: 557,128 m Easting, 4,452,012 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN0143640001-11,2011-07-19,https://daqpermitting.utah.gov/DocViewer?IntDocID=50965&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - BRADLEY 1-23A1(Site ID: 14364)",40.378532409668 <br />-109.968170166016,Uintah,UT,84000,,(713) 420-3206,ahumpherys@utah.gov,587589,4470283,12,,1311,"El Paso Exploration & Production Company, L.P. has requested a new AO for the Bradley 23-1 Wellhead and Pad. An electric pumpjack brings crude oil to the surface from a well. A heater treater separate s the oil, water, and gas. The oil and water are stored in tanks and transported off site by trucks. The g as is compressed into a pipeline and shipped off site. T he Bradley 23-1 Wellhead and Pad will process up to 1,027,110 gallons of crude oil per year. Uintah County is an attainment area of the NAAQS fo r all pollutants. NSPS 40 CFR 60, NESHAP 40 CFR 61, and MACT 40 CFR 63 regulations do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this source. The potential emissions, in TPY, will be as follows : PM 10 = 0.07 (which includes PM 2.5 ), PM 2.5 = 0.07, NO x = 0.86, CO = 0.72, VOC = 14.76, HAPs = 1.31, and C O 2e = 3,000. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: El Paso Exploration & Production Company, L.P. PO Box 154 Houston, TX 77001 Permitted Location: Bradley 23-1 Wellhead and Pad Remote location near Ballard Uintah County, UT UTM coordinates: 587,589 m Easting, 4,470,283 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN143680002-13,2013-03-08,https://daqpermitting.utah.gov/DocViewer?IntDocID=64765&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Bastian 1-2A1(Site ID: 14368)",40.4223289489746 <br />-109.967483520508,Uintah County,UT,84000,,(713) 997-5144,ahumpherys@utah.gov,587591,4475145,12,,1311,"EP Energy E &P Company, L.P. has requested a modification to AO",,,,,,2.0,,10.0,2.5,,,
DAQE-AN150050001-15,2015-03-16,https://daqpermitting.utah.gov/DocViewer?IntDocID=116913&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Bell 3-28C4(Site ID: 15005)",40.1971397399902 <br />-110.336761474609,Duchesne,UT,84000,,(713) 997-5144,Ximena.Simmons@EPEnergy.com,556532,4449627,12,,1311,"EP Energy E&P Company LP (EP Energy) has requested a new Crude Oil and Natural Gas Production Tank Battery named Bell 3-28C4. An electric pumpja ck will bring produced fluids to the surface from the well. A heater treater will separate the oil, water, and gas. The oil and water will be stored i n tanks prior to being transported off site by trucks. The gas will be used as fuel for the onsite equipment or will be routed to a sales pipeline and shipped off site. This facility will process up to 102,200 barrels of crude oil per year. The source is located in Duchesne County, which is an unclassified area for ozone and attainment for a ll other criteria pollutants. NSPS 40 CFR 60 Subpart A, and Subpart OOOO regulations apply to this source. NESHAP 40 CFR 61 and MACT 40 CFR 63 regula tions do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this sourc e. The potential emissions, in TPY, will be as follows : PM 10 = 0.12, PM 2.5 (subset of PM 10 ) = 0.12, NO x = 2.27, CO = 4.78, SO 2=0.01, VOC = 8.04, HAPs = 0.70, and CO 2e = 3,068. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: EP Energy E&P Company, L.P. PO Box 4660 Houston, TX 77210 Permitted Location: Bell 3-28C4 Remote Location Duchesne County, UT UTM coordinates: 556,532 m Easting, 4,449,627 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN143750002-13,2013-03-08,https://daqpermitting.utah.gov/DocViewer?IntDocID=64790&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Bisel Gurr 11-1(Site ID: 14375)",40.4089584350586 <br />-109.966270446777,Uintah,UT,84000,,(713) 997-5144,ahumpherys@utah.gov,587711,4473662,12,,1311,"EP Energy E&P Company, L.P. has requested a modification to AO",,,,,,2.0,,10.0,2.5,,,
DAQE-AN143760002-13,2013-02-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=63850&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Bisel Gurr 2-11A1 (Site ID: 14376)",40.4149780273437 <br />-109.956619262695,Uintah,UT,84000,,(713) 420-5452,ahumpherys@utah.gov,588572,4474313,12,,1311,"EP Energy E& P Company, L.P. has requested a modification to AO",,,,,,2.0,,10.0,2.5,,,
DAQE-AN143690002-13,2013-03-08,https://daqpermitting.utah.gov/DocViewer?IntDocID=64764&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Bisel Gurr 4-11A1 (Site ID: 14369)",40.4153366088867 <br />-109.967269897461,Uintah,UT,84000,,(713) 997-5144,ahumpherys@utah.gov,587618,4474369,12,,1311,"EP Energy E&P Company, L.P. has requested a modification to AO",,,,,,2.0,,10.0,2.5,,,
DAQE-AN149350001-15,2015-03-17,https://daqpermitting.utah.gov/DocViewer?IntDocID=80862&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Brighton 3-31A1E(Site ID: 14935)",40.3488121032715 <br />-109.923759460449,Uintah,UT,84000,,(713) 997-5144,Ximena.Simmons@EPEnergy.com,591399,4467029,12,,1311,"EP Energy E&P Company LP (EP Energy) has requested a new Crude Oil and Natural Gas Production Tank Battery named Brighton 3-31A1E. An electric p umpjack will bring produced fluids to the surface from the well. A heater treater will separate the oil, water, and gas. The oil and water will be sto red in tanks prior to being transported off site by trucks . The gas will be used as fuel for the onsite equi pment or will be routed to a sales pipeline and shipped off site. This facility will process up to 102,200 bar rels of crude oil per year. The source is located in Uintah County, which is an unclassified area for ozone and attainment for all other criteria pollutants. NSPS 40 CFR 60 Subpart A, and Subpart OOOO regulations apply to this source. NESHAP 40 CFR 61 and MACT 40 CFR 63 regula tions do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this sourc e. The potential emissions, in tons per year, will be as follows: PM 10 = 0.12, PM 2.5 (subset of PM 10 ) = 0.12, NO x = 2.27, CO = 4.78, SO 2=0.01, VOC = 8.04, HAPs = 0.70, and CO 2e = 3,068. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: EP Energy E&P Company, L.P. PO Box 4660 Houston, TX 77210 Permitted Location: EP Energy E&P Company, L.P.- Brighton 3- 31A1E Remote location Uintah County, UT UTM coordinates: 591,399 m Easting, 4,467,029 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN145380001-13,2013-01-16,https://daqpermitting.utah.gov/DocViewer?IntDocID=62243&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Brotherson 1-25 2-25B4(Site ID: 14538)",40.2837104797363 <br />-110.280868530273,Duchesne,UT,84000,,(713) 420-5452,joe.araiza@elpaso.com,561130,4459495,12,,1311,"EP Energy E&P Company, L.P. has requested a new AO for the Brotherson 1-25/2-25B4 Crude Oil and Natural Gas Production Tank Battery. Two electric pumpjacks bring crude oil to the surface from two wells. A heater treater separates the oil, water, and gas. The oil and water are stored in tanks and transported off site by trucks. The gas is compres sed into a pipeline and shipped off site. The Brot herson 1-25/2-25B4 Crude Oil and Natural Gas Production Ta nk Battery will process up to 1,848,000 gallons of crude oil per year. The equipment listed in this A O will be installed within 18 months of the issuanc e of this AO. The source is located in Duchesne County, which is an attainment area of the NAAQS for all pollutants. NSPS 40 CFR 60, NESHAP 40 CFR 61, and MACT 40 CFR 6 3 regulations do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this source. The potential emissions, in TPY, will be as follows : PM 10 = 0.15 (which includes PM 2.5 ), PM 2.5 = 0.15, NO x = 2.83, CO = 6.48, VOC = 2.69, HAPs = 0.39, and CO 2e = 3,878. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: EP Energy E&P Company, L.P. PO Box 4660 Houston, TX 77210 Permitted Location: Brotherson 1-25/2-25B4 Production Tank Battery NW-NE Sec25 T2S R4W Duchesne County, UT UTM coordinates: 561,130 m Easting, 4,459,495 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN0142750001-11,2011-01-25,https://daqpermitting.utah.gov/DocViewer?IntDocID=116888&contentType=application/pdf,"Crescent Energy Operating, LLC","Crescent Energy Operating, LLC - Brotherson 1-2B4 (Site ID: 14275)",40.3407249450684 <br />-110.299278259277,Duchesne,UT,84000,,(303) 291-4602,tdejulis@utah.gov,558598,4464157,12,,1311,"El Paso Exploration and Production Company (El Paso E&P) has requested approval of the Brotherson 1- 2B4 oil and gas gathering station, located near Alt amont - Mt. Emmons, Duchesne County, as a new stationary source. The Brotherson 1-2B4 production tank battery receives oil from a nearby well, separates the gas phase for delivery to internal an d external customers, and stores the materials in f ive atmospheric storage tanks until third-party custody transfer can take place. There is equipment in pl ace to provide heat tracing during the coldest months of t he year. The Brotherson 1-2B4 production tank batt ery will consist of two 42,000-gallon atmospheric stora ge tanks, two 21,000-gallon atmospheric storage tanks, one 12,600-gallon atmospheric storage tank, two 500-gallon atmospheric storage tanks, two heate r- treater devices, one boiler, and truck loading rack s. The Brotherson 1-2B4 production tank battery is expected to have an annual throughput of crude oil up to 1,134,500 gallons. Duchesne County is an attainment area of the NAAQS for all pollutants. NSPS, NESHAP, MACT regulations, and Title V of the 1990 Clean Air Act do not apply to this source. The emissions, in tons per year, will be as follows : PM 10 = 0.10, PM 2.5 = 0.10, NO x = 1.29, CO = 1.08, VOC = 16.49, HAPs = 1.76 PM 2.5 is a subset of PM 10 . This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: El Paso E&P Company, L.P. 1099 18th Street, Suite 1900 Denver, CO 80202 Permitted Location: El Paso E&P Company: Near Altamont - Mt. Emmons Duchesne County, UT UTM coordinates: 558,598 m Easting, 4,464,157 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",,,,,,,,10.0,2.5,,,
